name,address,city,state,zip,county,latitude,longitude
Bellarmine University,2001 Newburg Rd,Louisville,KY,40205,Jefferson,38.219138,-85.7049
University of Louisville,2301 S 3rd St,Louisville,KY,40292,Jefferson,38.215752,-85.760628
Sullivan University,3101 Bardstown Rd,Louisville,KY,40205,Jefferson,38.212824,-85.670489
Thomas More College,333 Thomas More Parkway,Crestview Hills,KY,41017,Kenton,39.023505,-84.566811
Southern University at Shreveport,3050 Martin Luther King Dr,Shreveport,LA,71107,Caddo,32.545632,-93.834559
American School of Business,702 Professional Dr N,Shreveport,LA,71105,Caddo,32.414626,-93.724621
Dillard University,2601 Gentilly Blvd,New Orleans,LA,70122,Orleans,29.996587,-90.06464
Louisiana State University Health Sciences Center-New Orleans,433 Bolivar St,New Orleans,LA,70112,Orleans,29.957272,-90.083145
Delgado Community College,615 City Park Ave,New Orleans,LA,70119,Orleans,29.985149,-90.103962
Tulane University of Louisiana,6823 Saint Charles Ave,New Orleans,LA,70118,Orleans,29.939696,-90.120409
Massachusetts Maritime Academy,101 Academy Dr,Buzzards Bay,MA,02532,Barnstable,41.740348,-70.624167
Northern Essex Community College,100 Elliott Street,Haverhill,MA,01830,Essex,42.796434,-71.047416
Massachusetts School of Law,500 Federal St Woodland Park,Andover,MA,01810,Essex,42.682097,-71.199543
Merrimack College,315 Turnpike St,North Andover,MA,01845,Essex,42.668352,-71.124216
United States Sports Academy,One Academy Dr,Daphne,AL,36526,Baldwin,30.639329,-87.911631
Gordon-Conwell Theological Seminary,130 Essex St,South Hamilton,MA,01982,Essex,42.613475,-70.846387
Birmingham Southern College,900 Arkadelphia Road,Birmingham,AL,35254,Jefferson,33.51304,-86.851894
Gordon College,255 Grapevine Rd,Wenham,MA,01984,Essex,42.588173,-70.819133
Academy of Hair Design Four,3167 Hwy 80 E,Pearl,MS,39208,Rankin,32.281983,-90.115129
Holyoke Community College,303 Homestead Ave,Holyoke,MA,01040,Hampden,42.195788,-72.651759
Virginia College-Huntsville,"2021 Drake Avenue, SW",Huntsville,AL,35801,Madison,34.703457,-86.590914
University of South Alabama,307 N University Blvd,Mobile,AL,36688,Mobile,30.695081,-88.18189
Spring Hill College,4000 Dauphin St,Mobile,AL,36608,Mobile,30.694751,-88.138199
Bishop State Community College,351 North Broad Street,Mobile,AL,36603,Mobile,30.693972,-88.056982
Faulkner University,5345 Atlanta Hwy,Montgomery,AL,36109,Montgomery,32.384181,-86.21641
Alabama State University,915 S Jackson Street,Montgomery,AL,36104,Montgomery,32.364317,-86.295677
Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106,Montgomery,32.350939,-86.285313
Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35403,Tuscaloosa,33.19947,-87.585128
Arkansas State University-Newport,7648 Victory Blvd,Newport,AR,72112,Jackson,35.638733,-91.188834
Los Medanos College,2700 East Leland Road,Pittsburg,CA,94565,Contra Costa,38.006474,-121.860967
Evergreen Valley College,3095 Yerba Buena Rd,San Jose,CA,95135,Santa Clara,37.30167,-121.76561
University of California-Santa Cruz,1156 High St,Santa Cruz,CA,95064,Santa Cruz,36.999018,-122.060726
Front Range Community College,3645 W 112th Ave,Westminster,CO,80031,Adams,39.901452,-105.038068
Colorado Christian University,8787 West Alameda Avenue,Lakewood,CO,80226,Jefferson,39.713857,-105.095342
Naugatuck Valley Community College,750 Chase Parkway,Waterbury,CT,06708,New Haven,41.549564,-73.071209
State College of Florida-Manatee-Sarasota,5840 26th St W,Bradenton,FL,34207,Manatee,27.43804,-82.590887
Clearwater Christian College,3400 Gulf to Bay Blvd,Clearwater,FL,33759,Pinellas,27.963449,-82.697762
Embry-Riddle Aeronautical University-Worldwide,600 S. Clyde Morris Blvd.,Daytona Beach,FL,32114,Volusia,29.18927,-81.04951
Wesleyan College,4760 Forsyth Rd,Macon,GA,31210,Bibb,32.874565,-83.715202
Macon State College,100 College Station Dr,Macon,GA,31206,Bibb,32.810807,-83.731976
Augusta Technical College,3200 Augusta Tech Drive,Augusta,GA,30906,Richmond,33.418992,-82.048439
Western New England University,1215 Wilbraham Rd,Springfield,MA,01119,Hampden,42.115837,-72.518789
American International College,1000 State Street,Springfield,MA,01109,Hampden,42.112708,-72.558507
Springfield Technical Community College,1 Armory Sq,Springfield,MA,01105,Hampden,42.108393,-72.581598
Bay Path College,588 Longmeadow Street,Longmeadow,MA,01106,Hampden,42.055364,-72.583974
Hampshire College,893 West St,Amherst,MA,01002,Hampshire,42.323085,-72.529301
Mount Holyoke College,50 College Street,South Hadley,MA,01075,Hampshire,42.257588,-72.573625
Regis College,235 Wellesley St,Weston,MA,02493,Middlesex,42.351105,-71.309126
Lasell College,1844 Commonwealth Avenue,Newton,MA,02466,Middlesex,42.342817,-71.244255
Mount Ida College,777 Dedham Street,Newton,MA,02459,Middlesex,42.293205,-71.194658
Andover Newton Theological School,210 Herrick Rd,Newton Centre,MA,02459,Middlesex,42.324455,-71.1895
Pine Manor College,400 Heath St,Chestnut Hill,MA,02467,Norfolk,42.320169,-71.158007
Massachusetts Bay Community College,50 Oakland St,Wellesley Hills,MA,02481,Norfolk,42.312697,-71.264004
Dunwoody College of Technology,818 Dunwoody Blvd,Minneapolis,MN,55403,Hennepin,44.973081,-93.290069
North Central University,910 Elliot Ave,Minneapolis,MN,55404,Hennepin,44.969389,-93.261429
Augsburg College,2211 Riverside Ave,Minneapolis,MN,55454,Hennepin,44.965636,-93.241418
Minneapolis College of Art and Design,2501 Stevens Ave,Minneapolis,MN,55404,Hennepin,44.956988,-93.274694
Normandale Community College,9700 France Ave S,Bloomington,MN,55431,Hennepin,44.829706,-93.331677
Metropolitan State University,700 E Seventh St,Saint Paul,MN,55106,Ramsey,44.957267,-93.074308
Salon Success Academy-Fontana,16803 Arrow Hwy,Fontana,CA,92335,San Bernardino,34.098967,-117.437619
William Mitchell College of Law,875 Summit Ave,Saint Paul,MN,55105,Ramsey,44.942092,-93.137709
Aspen University,720 S Colorado Blvd Ste 1150N,Denver,CO,80246,Arapahoe,39.703696,-104.939873
Salon Success Academy-Redlands,1915 W Redlands Blvd Ste 111,Redlands,CA,92373,San Bernardino,34.062342,-117.218933
Macalester College,1600 Grand Ave,Saint Paul,MN,55105,Ramsey,44.936632,-93.169151
Institute of Taoist Education and Acupuncture,"325 W South Boulder Rd, Suite 2",Louisville,CO,80027,Boulder,39.987278,-105.138528
Regency Beauty Institute-Tinley Park,15931 S. Harlem Ave,Tinley Park,IL,60477,Cook,41.601853,-87.793543
St Olaf College,1520 St Olaf Ave,Northfield,MN,55057,Rice,44.461956,-93.183318
National Beauty College,7045 Pecos St. #A,Denver,CO,80221,Adams,39.825829,-105.007602
Regency Beauty Institute-South Bend,"4150 Grape Rd, Suite A",Mishawaka,IN,46545,St. Joseph,41.697537,-86.186534
Columbia College,1001 Rogers Street,Columbia,MO,65216,Boone,38.957388,-92.326354
Regency Beauty Institute-Detroit Lakeside,13885 Hall Rd,Shelby Township,MI,48315,Macomb,42.629311,-82.99047
Denver School of Nursing,1401 19th St,Denver,CO,80202,Denver,39.753041,-104.994627
East Central College,1964 Prairie Dell Rd,Union,MO,63084,Franklin,38.430943,-90.978561
Regency Beauty Institute-Fort Myers,"11621 S Cleveland Ave, Suite #30",Fort Myers,FL,33907,Lee,26.571723,-81.870933
Cambridge Institute of Health & Technology,5150 Linton Blvd,Delray Beach,FL,33484,Palm Beach,26.438131,-80.1257
Central Bible College,3000 N Grant Ave,Springfield,MO,65803,Greene,37.253192,-93.2947
Regency Beauty Institute-Durham,1058 W Club Blvd Ste 826,Durham,NC,27701,Durham,36.017972,-78.909964
Cozmo The School,10347 Bonita Beach Rd SE Ste 103,Bonita Springs,FL,34135,Lee,26.330426,-81.780807
Baptist Bible College,628 E Kearney,Springfield,MO,65803,Greene,37.240218,-93.28343
Minnesota School of Business-Elk River,11500 193rd Ave NW,Elk River,MN,55330,Sherburne,45.320025,-93.560521
Allied Health Institute,51 N State Road 7,Plantation,FL,33317,Broward,26.121999,-80.203649
Vanguard College of Cosmetology-Baton Rouge,5921 Bluebonnet Blvd Ste 200,Baton Rouge,LA,70836,East Baton Rouge,30.393397,-91.087174
North Florida Academy,1115 S Blanding Blvd Ste 202,Orange Park,FL,32065,Clay,30.131103,-81.78473
Drury University,900 N.Benton,Springfield,MO,65802,Greene,37.219681,-93.286192
Globe University-Minneapolis,"IDS Center Ste 51, 80 South 8th St",Minneapolis,MN,55402,Hennepin,44.975998,-93.272269
Professional Hands Institute,10 Nw 42 Avenue Suite. 200,Miami,FL,33126,Miami-Dade,25.771982,-80.264015
Vatterott College-Springfield,3850 South Campbell,Springfield,MO,65807,Greene,37.144118,-93.294427
San Joaquin Valley College√Hesperia,9331 Mariposa Rd,Hesperia,CA,92344,San Bernardino,34.42076,-117.383163
Saint Paul School of Theology,5123 E Truman Road,Kansas City,MO,64127,Jackson,39.092989,-94.521438
Celebrity School of Beauty,8478 SW 8th St,Miami,FL,33144,Miami-Dade,25.761451,-80.333201
Beauty Schools of America-Homestead,600 NE 22 Terrace #108,Homestead,FL,33030,Miami-Dade,25.47522,-80.44566
University of Missouri-Kansas City,5100 Rockhill Rd,Kansas City,MO,64110,Jackson,39.035057,-94.576648
Paul Mitchell the School-Atlanta,887 West Marietta Street Suite A,Atlanta,GA,30318,Fulton,33.782528,-84.416273
Evans Hairstyling College-Rexburg,67 Winn Dr,Rexburg,ID,83440,Madison,43.824716,-111.812372
Rockhurst University,1100 Rockhurst Rd,Kansas City,MO,64110,Jackson,39.031642,-94.571534
University of Minnesota-Rochester,300 University Square  111 South Broadway,Rochester,MN,55904,Olmsted,44.022339,-92.463471
The Fila Academy,1114 Eastchester Dr,High Point,NC,27265,Guilford,35.990965,-79.997544
Hair Academy Paul Mitchell Partner School,557 Mariah Ave,Rexburg,ID,83440,Blaine,43.78164,-114.219163
Nazarene Theological Seminary,1700 E Meyer Blvd,Kansas City,MO,64131,Jackson,39.009265,-94.565781
CBT College-Cutler Bay,19151 South Dixie Hwy # 205,Cutler Bay,FL,33157,Miami-Dade,25.589553,-80.357477
University of Aesthetics-Chicago,1357 N Milwaukee Ave,Chicago,IL,60622,Cook,41.906708,-87.671259
Avila University,11901 Wornall Rd,Kansas City,MO,64145,Jackson,38.91339,-94.591758
Park University,8700 NW River Park Dr,Parkville,MO,64152,Platte,39.189477,-94.677086
University of Aesthetics-Downers Grove,1037-1043 Curtiss St.,Downers Grove,IL,60515,DuPage,41.832954,-88.019551
National College-Columbus,5665 Forest Hills Blvd,Columbus,OH,45420,Franklin,40.084811,-82.945951
Harris-Stowe State University,3026 Laclede Ave,Saint Louis,MO,63103,St. Louis,38.631744,-90.224288
Tricoci University of Beauty Culture-Chicago,5321 N Harlem Ave,Chicago,IL,60656,Cook,41.97766,-87.806767
Kaplan Career Institute-Boston,540 Commonwealth Ave,Boston,MA,02215,Suffolk,42.34848,-71.096761
Missouri Baptist University,One College Park Dr,Saint Louis,MO,63141,St. Louis,38.642017,-90.462606
Tricoci University of Beauty Culture-Glendale Heights,530 E North Ave,Glendale Heights,IL,60139,DuPage,41.904545,-88.06568
Herzing University-Toledo,5212 Hill Ave,Toledo,OH,43615,Lucas,41.639266,-83.665453
Fontbonne University,6800 Wydown Blvd,Saint Louis,MO,63105,St. Louis,38.642697,-90.315712
Tricoci University of Beauty Culture-Peoria,602 W Glen Ave,Peoria,IL,61614,Peoria,40.745986,-89.60137
Capri Beauty College,1938 E Lincoln Hwy,New Lenox,IL,60451,Will,41.509958,-87.927816
Concordia Seminary,801 Seminary Place,Saint Louis,MO,63105,St. Louis,38.63816,-90.312041
Tricoci University of Beauty Culture-Rockford,5485 E State St,Rockford,IL,61108,Winnebago,42.263898,-89.009435
Milan Institute of Cosmetology-Concord,"2150 John Glenn Dr., Ste 200",Concord,CA,94520,Contra Costa,37.978031,-122.053593
Pearl River Community College,101 Hwy 11 N,Poplarville,MS,39470,Pearl River,30.845496,-89.544191
Frederick School of Cosmetology,403 S Jefferson St,Frederick,MD,21701,Frederick,39.408237,-77.43111
Milan Institute-Bakersfield,"2822 F Street, Ste H",Bakersfield,CA,93301,Kern,35.385513,-119.023088
Rocky Mountain College,1511 Poly Drive,Billings,MT,59102,Yellowstone,45.796522,-108.554075
Omega Studios' School of Applied Recording Arts & Sciences,5609 Fishers Lane Suite 14A,Rockville,MD,20852,Montgomery,39.064397,-77.113381
Homestead Schools,23800 Hawthorne Blvd.,Torrance,CA,90505,Los Angeles,33.808573,-118.350152
Cleveland Community College,137 S Post Rd,Shelby,NC,28152,Cleveland,35.279833,-81.492856
Focus-Hope Information Technologies Center,1400 Oakman Blvd,Detroit,MI,48238,Wayne,42.399727,-83.123793
Chamberlain College of Nursing-Florida,5200 Belfort Rd,Jacksonville,FL,32256,Duval,30.243517,-81.586421
Davidson County Community College,297 Davidson Community College Rd,Thomasville,NC,27360,Davidson,35.865471,-80.181868
International Cosmetology Academy,940 28th St SE,Grand Rapids,MI,49508,Kent,42.912191,-85.643208
Remington College of Nursing Orlando,600 Century Point Ste 1050,Lake Mary,FL,32746,Seminole,28.775199,-81.353591
Winston-Salem State University,601 Martin Luther King Jr Dr,Winston-Salem,NC,27110,Forsyth,36.089554,-80.225033
French Academy of Cosmetology,111 W Exchange St Ste A,Spring Lake,MI,49456,Ottawa,43.075898,-86.198004
InterCoast Colleges-Elk Grove,9355 E. Stockton,Elk Grove,CA,95624,Sacramento,38.507223,-121.455825
University of North Carolina School of the Arts,1533 South Main St.,Winston-Salem,NC,27117,Forsyth,36.074191,-80.236528
Healing Arts Center,2601 S Big Bend,St. Louis,MO,63143,St. Louis,38.614624,-90.322876
Lake Lanier School of Massage,675 E.E. Butler Pkwy Ste K,Gainsville,GA,30501,Hall,34.296441,-83.818401
Gaston College,201 Hwy 321 S,Dallas,NC,28034,Gaston,35.312015,-81.189481
System - A Paul Mitchell Partner School,3017 S Kansas Expy,Springfield,MO,65807,Greene,37.159135,-93.31815
International Academy of Design and Technology-Online,5104 Eisenhower Blvd,Tampa,FL,33634,Hillsborough,27.992362,-82.549413
Urshan Graduate School of Theology,704 Howdershell Rd,Florissant,MO,63031,St. Louis,38.801695,-90.364462
Belmont Abbey College,100 Belmont-Mt Holly Road,Belmont,NC,28012,Gaston,35.261276,-81.041847
New Beginning College of Cosmetology,421 Martling Road,Albertville,AL,35951,Marshall,34.258693,-86.200748
Alaska Bible College,200 College Rd,Glennallen,AK,99588,Valdez-Cordova,62.115165,-145.529916
Mississippi Institute of Aesthetics Nails & Cosmetology,507 Springridge Rd Ste G,Clinton,MS,39056,Hinds,32.32091,-90.325011
Guilford Technical Community College,601 High Point Rd.,Jamestown,NC,27282,Guilford,35.998165,-79.919141
High Point University,833 Montlieu Ave,High Point,NC,27262,Guilford,35.973002,-79.994431
Carrington College-Mesa,"1001 Southern Ave., Ste. 130",Mesa,AZ,85210,Maricopa,33.392625,-111.853643
College of Western Idaho,5500 East Opportunity Drive,Nampa,ID,83687,Canyon,43.614106,-116.507314
Aveda Institute Chapel Hill,200 W Franklin St Ste 110,Chapel Hill,NC,27516,Orange,35.912426,-79.05849
Carrington College-Tucson,3550 N Oracle Rd.,Tucson,AZ,85705,Pima,32.271055,-110.977483
Davidson College,102 N. Main Street,Davidson,NC,28035,Mecklenburg,35.500006,-80.845236
Charlotte School of Law,2145 Suttle Ave,Charlotte,NC,28208,Mecklenburg,35.223584,-80.871468
Shasta School of Cosmetology,678 N Market St,Redding,CA,96003,Shasta,40.597114,-122.387245
Johnson C Smith University,100 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,35.243033,-80.857251
Daoist Traditions College of Chinese Medical Arts,382 Montford Ave,Asheville,NC,28801,Buncombe,35.606831,-82.568537
The Santa Barbara and Ventura Colleges of Law-Ventura,4475 Market St,Ventura,CA,93003,Ventura,34.25748,-119.232984
King's College,322 Lamar Avenue,Charlotte,NC,28204,Mecklenburg,35.213399,-80.822283
Total Image Beauty Academy,3900 Bergenline ave,Union City,NJ,07087,Hudson,40.744805,-74.04989
Hollywood Institute of Beauty Careers,420 S. State Rd. 7,Hollywood,FL,33023,Broward,26.007595,-80.209206
Randolph Community College,629 Industrial Pk Ave,Asheboro,NC,27205,Randolph,35.672797,-79.827879
Catawba College,2300 W Innes St,Salisbury,NC,28144,Rowan,35.691639,-80.483875
Carver Bible College,3870 Cascade Rd,Atlanta,GA,30331,Fulton,33.723362,-84.515547
Center for Allied Health & Nursing Education,387-389 Main St,Hackensack,NJ,07601,Bergen,40.890473,-74.039959
American Institute of Medical Sciences & Education,4500 New Brunswick Ave,Piscataway,NJ,08854,Middlesex,40.552027,-74.419913
Livingstone College,701 W Monroe St,Salisbury,NC,28144,Rowan,35.670327,-80.483447
DeVry University's Keller Graduate School of Management-Illinois,3005 Highland Parkway,Downers Grove,IL,60515,DuPage,41.831586,-88.012857
Wingate University,220 North Camden Road,Wingate,NC,28174,Union,34.98672,-80.443742
Assabet Valley Regional Technical School,215 Fitchburg St,Marlborough,MA,01752,Middlesex,42.36775,-71.567281
Casal Institute of Nevada,4856 S Eastern Ave,Las Vegas,NV,89119,Clark,36.101554,-115.117263
Creighton University,2500 California Plaza,Omaha,NE,68178,Douglas,41.265354,-95.9478
Missouri School of Barbering & Hairstyling-St. Louis,1125 North Highway 67,Florissant,MO,63031,St. Louis,38.799094,-90.324567
Career School of NY,350 St. Marks Pl,Staten Island,NY,10301,Richmond,40.641352,-74.078168
Clarkson College,101 S 42nd St,Omaha,NE,68131,Douglas,41.259165,-95.974844
Crevier's School of Cosmetology,134 First Street West,Kalispell,MT,59901,Flathead,48.19702,-114.315899
John Paolo's Xtreme Beauty Institute/Goldwell Product Artistry,2144 Saratoga Ave,Ballston Spa,NY,12020,Ulster,41.987707,-74.272396
Ann Marie's World of Beauty School,389 State St,Binghamton,NY,13901,Broome,42.107798,-75.908079
New York Theological Seminary,475 Riverside Dr  Ste 500,New York,NY,10115,New York,40.810877,-73.963785
Knoxville Institute of Hair Design,1221 N Central Street,Knoxville,TN,37917,Knox,35.981939,-83.930075
Yeshiva of Machzikai Hadas,1321 43rd St,Brooklyn,NY,11219,Kings,40.638341,-73.987833
International Renowned Beauty Academy,3536 E Lancaster,Fort Worth,TX,76103,Tarrant,32.740395,-97.273203
Aveda Institute Columbus,1618 Neil Ave,Columbus,OH,43201,Franklin,39.994537,-83.014111
Strayer University-Virginia,2121 15th Street N,Arlington,VA,22207,Arlington,38.890991,-77.085288
Paul Mitchell The School-Cincinnati,11956 Lebanon Rd,Cincinnati,OH,45241,Hamilton,39.291559,-84.39234
Northwest Aviation College,NOT AVAILABLE,NOT AVAILABLE,WA,NOT AVAILABLE,King,47.327795,-122.223579
The Chicago School of Professional Psychology at Irvine,4199 Campus Dr,Irvine,CA,92612,Orange,33.650763,-117.838089
Fortis Institute-Pensacola,4081 E Olive Rd Ste B,Pensacola,FL,32514,Escambia,30.510415,-87.183112
Grace University,1311 S 9th St,Omaha,NE,68108,Douglas,41.244506,-95.928236
College of Saint Mary,7000 Mercy Rd.,Omaha,NE,68106,Douglas,41.240022,-96.021423
University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,68182,Douglas,41.257946,-96.009741
